StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q23,Q40,Q25,Q27,Q29,Q29_10_TEXT,Q31,Q33,Q27,ranking_1,ranking_2,ranking_3,ranking_4,ranking_5,allocation_1,allocation_2,allocation_3,allocation_4,allocation_5,variance,hint
2019-01-17 12:23:42,2019-01-17 12:28:29,IP Address,64.53.238.232,100,287,True,2019-01-17 12:28:29,R_2TNwLoHNQseNIc1,,,,,42.0623931884765625,-87.9376983642578125,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5c3faa9cef1d0d0001b2d8ff,Female,25,Chinese,,United States of America,Less than 1,None,2,3,5,1,4,25,20,5,40,10,2,3
2019-01-17 12:23:46,2019-01-17 12:30:09,IP Address,93.206.231.159,100,382,True,2019-01-17 12:30:09,R_338bMmfAWQpo5vv,,,,,51.421600341796875,6.7957000732421875,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5c3fc8f15327e20001dbceb7,Female,19,Spanish,,Germany,Less than 1,None,4,1,3,5,2,8,34,21,7,30,2,2
2019-01-17 12:15:47,2019-01-17 12:30:40,IP Address,119.224.125.72,100,892,True,2019-01-17 12:30:41,R_2aLGipycPGLIFkP,,,,,-36.864105224609375,174.7620849609375,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5c3fbf649f6a5d0001462adf,Female,32,Other (please specify),Hindi,New Zealand,10,High school,4,2,3,5,1,30,20,20,15,15,1,2
2019-01-17 12:29:06,2019-01-17 12:33:20,IP Address,184.204.215.227,100,253,True,2019-01-17 12:33:20,R_1Q4n8n7wwanG4vY,,,,,35.8699951171875,-83.7494964599609375,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5c3f9b39337ac90001a53ce4,Male,22,No,,United States of America,Less than 1,High school,1,3,5,2,4,33,24,20,14,9,1,1
2019-01-17 12:31:36,2019-01-17 12:33:42,IP Address,174.17.163.203,100,125,True,2019-01-17 12:33:42,R_3dQy0HdVuHZVXvB,,,,,34.53680419921875,-112.2566986083984375,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5c3f94f236052e00016ba9ea,Male,26,No,,United States of America,8,High school,4,2,3,5,1,30,14,10,12,34,1,2
2019-01-17 12:29:04,2019-01-17 12:35:03,IP Address,75.71.160.24,100,358,True,2019-01-17 12:35:03,R_RQCB45cz91rFb4R,,,,,38.9188995361328125,-104.704498291015625,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5c3e54bdc0f1dd0001b9382d,Male,41,No,,United States of America,5,Masters degree,3,1,5,4,2,5,40,5,10,40,1,2
2019-01-17 12:30:32,2019-01-17 12:35:29,IP Address,92.237.83.40,100,297,True,2019-01-17 12:35:29,R_VVj2nz8SXHPun9T,,,,,51.4552001953125,-2.5966033935546875,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5c3e4e336d874c0001bdc471,Male,45,Other (please specify),Russian,United Kingdom of Great Britain and Northern Ireland,More than 10,None,2,3,5,1,4,52,18,14,13,3,1,2
2019-01-17 12:28:30,2019-01-17 12:35:31,IP Address,98.195.221.2,100,420,True,2019-01-17 12:35:31,R_1dMlV53Djl3JwyM,,,,,29.2982940673828125,-94.792999267578125,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5c3f91c2e0ea8200014684bd,Female,31,No,,United States of America,1,High school,4,3,1,5,2,35,29,18,11,7,2,3
2019-01-17 12:31:59,2019-01-17 12:35:42,IP Address,94.2.42.43,100,223,True,2019-01-17 12:35:44,R_1mC11AAylxjXxpF,,,,,51.5102996826171875,-0.2686004638671875,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5c3f3f83d831ed0001f78d1c,Male,31,No,,United Kingdom of Great Britain and Northern Ireland,8,High school,2,3,5,1,4,30,21,12,31,6,1,3
2019-01-17 12:28:59,2019-01-17 12:36:44,IP Address,71.63.35.51,100,464,True,2019-01-17 12:36:46,R_1Ln8mala8D8TVxu,,,,,38.4488983154296875,-78.87139892578125,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5bb76174aa608a0001a95868,Male,26,No,,United States of America,3,Undergraduate degree,4,2,3,5,1,0,25,15,10,50,1,3
2019-01-17 12:28:19,2019-01-17 12:36:53,IP Address,100.11.47.187,100,513,True,2019-01-17 12:36:53,R_WCXpX2wpZED8jK1,,,,,39.8654022216796875,-75.38849639892578125,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5c3fb34812dd430001d4b4d5,Female,40,No,,United States of America,More than 10,Undergraduate degree,4,3,1,5,2,30,20,5,30,15,1,1
2019-01-17 12:34:00,2019-01-17 12:37:49,IP Address,147.92.111.105,100,229,True,2019-01-17 12:37:49,R_2chC9g8tcSiNZc7,,,,,42.738800048828125,-84.47640228271484375,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5c379e37a9872700014c665e,Female,22,No,,United States of America,1,Undergraduate degree,4,3,1,5,2,34,22,18,18,8,1,2
2019-01-17 12:32:43,2019-01-17 12:37:58,IP Address,221.247.129.131,100,315,True,2019-01-17 12:37:59,R_2Ezt5vhDeF2bWaC,,,,,35.106292724609375,135.890289306640625,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5c3f1176508dac0001b67f74,Male,27,Other (please specify),French,Japan,5,Masters degree,4,5,2,3,1,30,10,10,30,20,2,2
2019-01-17 12:32:24,2019-01-17 12:39:06,IP Address,89.135.129.247,100,402,True,2019-01-17 12:39:07,R_2sonecl4rlcC3rr,,,,,47.1999969482421875,18.416595458984375,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5c3e65095a9c2500016e7bfd,Male,30,Other (please specify),Turkish,Hungary,8,Undergraduate degree,4,3,1,5,2,13,15,34,14,24,2,1
2019-01-17 12:33:31,2019-01-17 12:39:33,IP Address,73.225.152.117,100,362,True,2019-01-17 12:39:33,R_24Mei2shYmW7qut,,,,,47.6154937744140625,-122.2071990966796875,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5c3ebd84c21f060001c44e9b,Male,29,No,,United States of America,5,Undergraduate degree,4,2,3,5,1,35,23,22,12,8,2,1
2019-01-17 12:38:50,2019-01-17 12:41:02,IP Address,109.175.208.32,100,132,True,2019-01-17 12:41:03,R_RE8mipGJT7oxrS9,,,,,53.4105987548828125,-2.9779052734375,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5a69e9c6f561b400011e1d25,Female,20,No,,United Kingdom of Great Britain and Northern Ireland,2,High school,1,4,2,3,5,22,31,8,22,17,1,3
2019-01-17 12:31:56,2019-01-17 12:41:07,IP Address,31.0.66.150,100,551,True,2019-01-17 12:41:07,R_2YnqTKQaREGhI1C,,,,,52.20849609375,20.9752044677734375,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5c3e06691580e9000122ba77,Male,25,Other (please specify),Polish,Poland,2,High school,4,3,1,5,2,14,11,29,23,23,2,2
2019-01-17 12:38:09,2019-01-17 12:41:49,IP Address,74.129.115.108,100,220,True,2019-01-17 12:41:49,R_2B9ypfVoRmvidaT,,,,,38.059906005859375,-87.63800048828125,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5c3fc565c423b20001b96da8,Male,40,No,,United States of America,More than 10,Masters degree,2,3,5,1,4,30,20,5,40,5,2,2
2019-01-17 12:34:21,2019-01-17 12:42:22,IP Address,75.65.172.161,100,480,True,2019-01-17 12:42:23,R_ZfSu3xIHs9IpqHT,,,,,35.0312042236328125,-89.81240081787109375,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5c3fa31e7a66230001115cb4,Male,28,No,,United States of America,5,Undergraduate degree,3,4,2,5,1,20,30,10,10,30,2,1
2019-01-17 12:38:17,2019-01-17 12:42:59,IP Address,68.144.37.155,100,282,True,2019-01-17 12:43:00,R_2wNpdSwHutfUnv7,,,,,51.024200439453125,-114.10040283203125,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5c3e741d42169400018d0acd,Male,35,No,,Canada,More than 10,High school,4,3,2,5,1,0,0,40,0,60,1,1
2019-01-17 12:29:54,2019-01-17 12:43:41,IP Address,86.189.174.210,100,827,True,2019-01-17 12:43:42,R_1Q0F9zswIYCzvyK,,,,,51.40069580078125,-0.7635040283203125,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5c2d1020a00bb80001673ede,Female,46,No,,United Kingdom of Great Britain and Northern Ireland,More than 10,Undergraduate degree,3,4,1,5,2,40,25,15,10,10,1,2
2019-01-17 12:31:26,2019-01-17 12:43:46,IP Address,94.133.235.132,100,739,True,2019-01-17 12:43:46,R_2z7k4Ti1h4g7DA0,,,,,38.9304962158203125,-9.20269775390625,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5c3e69f08315d80001a29c11,Female,19,Other (please specify),Portuguese,Portugal,Less than 1,None,3,4,5,2,1,18,14,5,26,37,2,3
2019-01-17 12:36:17,2019-01-17 12:44:21,IP Address,67.44.192.20,100,483,True,2019-01-17 12:44:21,R_31HSbPn5JWl3yzC,,,,,32.7787017822265625,-96.8217010498046875,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5c3f50c2ca00d30001c50475,Female,51,No,,United States of America,Less than 1,High school,3,5,2,4,1,40,20,20,10,10,2,2
2019-01-17 12:41:27,2019-01-17 12:45:13,IP Address,109.175.208.32,100,226,True,2019-01-17 12:45:13,R_SOgZ4iCSbDp7cRz,,,,,53.4105987548828125,-2.9779052734375,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5c3e56303178f800010aadf4,Male,20,No,,United Kingdom of Great Britain and Northern Ireland,3,Undergraduate degree,2,3,5,1,4,25,20,10,25,20,2,2
2019-01-17 12:28:02,2019-01-17 12:46:26,IP Address,187.190.167.15,100,1104,True,2019-01-17 12:46:26,R_3C9tiT7Hia73cgV,,,,,19.4470977783203125,-99.1598968505859375,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5b501a2ba0daa60001a336d4,Male,40,No,,Mexico,More than 10,Undergraduate degree,4,1,5,2,3,20,31,14,16,19,1,2
2019-01-17 12:41:32,2019-01-17 12:46:59,IP Address,187.189.92.75,100,326,True,2019-01-17 12:46:59,R_SZsMXdVbojKqyjf,,,,,19.435699462890625,-99.14389801025390625,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5a9a2b3e35237b00011290c4,Female,31,Spanish,,Mexico,More than 10,Undergraduate degree,4,5,2,1,3,10,11,26,29,24,1,2
2019-01-17 12:42:22,2019-01-17 12:47:56,IP Address,133.202.132.205,100,333,True,2019-01-17 12:47:57,R_2cu3yjkcExWCqaU,,,,,35.720703125,140.049896240234375,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5bd11a77c3184f000127c965,Male,32,Japanese,,Japan,More than 10,Undergraduate degree,5,1,3,4,2,10,35,15,15,25,2,1
2019-01-17 12:45:30,2019-01-17 12:48:58,IP Address,71.59.227.10,100,207,True,2019-01-17 12:48:58,R_21HdXPpSQhuP3LN,,,,,44.068206787109375,-123.08190155029296875,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5c3e69247e724f0001344f57,Male,21,Greek,,United States of America,3,Undergraduate degree,2,3,5,1,4,45,25,15,10,5,2,2
2019-01-17 12:40:53,2019-01-17 12:49:12,IP Address,31.22.200.26,100,499,True,2019-01-17 12:49:13,R_2Ba0gcqMK1jTdLn,,,,,38.716705322265625,-9.13330078125,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5c2288f7867f660001ad65bc,Male,36,Other (please specify),Portuguese,Portugal,Less than 1,None,4,3,1,5,2,9,18,43,9,21,2,2
2019-01-17 12:41:24,2019-01-17 12:49:20,IP Address,177.227.62.99,100,475,True,2019-01-17 12:49:20,R_3MfcDTFydGxpy8E,,,,,20.600006103515625,-100.39969635009765625,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5c05922f4e1b7b00016af702,Female,55,Spanish,,Mexico,More than 10,Undergraduate degree,4,3,1,5,2,20,10,50,10,10,1,2
2019-01-17 12:35:43,2019-01-17 12:53:18,IP Address,119.18.0.196,100,1054,True,2019-01-17 12:53:19,R_6sxzz7V97YjdWRr,,,,,-34.9286956787109375,138.598602294921875,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5c37c7bae6b9690001cd01ec,Female,30,Other (please specify),Malay,Australia,5,None,2,1,5,4,3,30,35,5,10,20,2,3
2019-01-17 13:05:32,2019-01-17 13:12:29,IP Address,109.242.172.33,100,417,True,2019-01-17 13:12:31,R_33pD1d3K2X6KURH,,,,,40.6403045654296875,22.9438934326171875,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5c08d916dbdc9a00014f6fe7,Male,26,Other (please specify),german,Greece,Less than 1,Undergraduate degree,2,3,5,1,4,27,13,1,47,12,2,3
2019-01-17 12:29:20,2019-01-17 13:13:28,IP Address,142.244.5.151,100,2647,True,2019-01-17 13:13:29,R_dorcFYlulvbSFyx,,,,,53.52099609375,-113.53240203857421875,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5c272f88867f660001ae4f28,Male,20,Other (please specify),Punjabi French,Canada,Less than 1,Undergraduate degree,5,3,4,2,1,22,36,12,15,15,1,1
2019-01-17 12:18:16,2019-01-17 12:19:33,IP Address,174.208.4.7,57,77,False,2019-01-24 12:20:01,R_vGiH8AZx5WwTyp3,,,,,,,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5c38def3f451bf0001d9c01e,Male,42,No,,United States of America,More than 10,High school,,,,,,,,,,,2,3
2019-01-17 12:15:49,2019-01-17 12:18:01,IP Address,68.229.69.155,39,131,False,2019-01-24 12:20:17,R_3NPYC8ul1ORGoKC,,,,,,,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5c3fb66236052e00016bb174,Female,24,No,,United States of America,Less than 1,None,,,,,,,,,,,1,3
