StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q83,Q81,Q79,Q75,Q85,Q85_10_TEXT,Q82,Q77,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q19,Q70_1,Q70_2,Q70_3,Q70_4,Q70_5,Q71_1,Q71_2,Q71_3,Q71_4,Q71_5,Q72,allocation,targetNPV,Q72 - Topics
2018-09-04 22:12:12,2018-09-04 22:16:48,IP Address,178.102.243.247,100,276,True,2018-09-04 22:16:48,R_2Xizyc4eC14aAq2,,,,,53.800003051758,-1.5832977294922,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",599bff1905a0e30001f20377,Female,37,Other (please specify),Polish,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree in college (4-year),0,0,0,100,0,53,55,57,100,60,Looks good,100,0,0,0,0,100,58,54,55,56,"Like shampoo ",2,898,
2018-09-04 22:09:57,2018-09-04 22:17:31,IP Address,74.128.102.204,100,453,True,2018-09-04 22:17:31,R_31gfOyKac21Lgs8,,,,,38.922302246094,-84.750900268555,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5a9580fa35237b0001125d4d,Male,39,No,,United States of America,Associate degree in college (2-year),20,20,20,20,20,62,64,65,66,66,I feel it's best to focus spread the budget equally across the board as many people will have many needs for these builds. Also the previous page clearly instructed not to focus on NPV as it's very unreliable.,20,20,20,20,20,55,54,55,43,55,Again I feel it's best to diversify and spread the budget versus going all in on one item. NPV is very unreliable.,2,879,
2018-09-04 22:11:16,2018-09-04 22:19:22,IP Address,217.36.213.2,100,486,True,2018-09-04 22:19:23,R_2cbVv4z8WLdT24Q,,,,,51.583297729492,0.19999694824219,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",59b69d4fb269ef0001801733,Male,31,No,,United Kingdom of Great Britain and Northern Ireland,Master's degree,25,5,0,60,10,100,80,100,100,100,"Highest NPV are the most attractive, as well as the specs of the products that i have chosen to allocate the largest amounts of budget to.",20,20,0,50,10,93,100,92,100,100,I chose this because I like the product concept and feel that the returns attached to them make them very attractive,1,900,
2018-09-04 22:16:05,2018-09-04 22:22:02,IP Address,81.193.194.106,100,357,True,2018-09-04 22:22:03,R_1j9uCqFA5he84Ox,,,,,38.716705322266,-9.13330078125,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5a9fdfa5873cda00010d2d29,Male,22,Other (please specify),Portuguese,Portugal,Master's degree,33,12,16,28,11,43,69,25,59,33,All the projects seems good,21,31,31,0,17,72,40,62,100,36,"All the projects seems inovating and good except the computer one, because the computer is out dated and don't have that value",1,885,
2018-09-04 22:13:21,2018-09-04 22:22:10,IP Address,147.147.40.66,100,529,True,2018-09-04 22:22:11,R_30pzMz4TFgCtJdk,,,,,54.555404663086,-1.5151062011719,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5973d2a90d99a9000169e1ff,Female,27,No,,United Kingdom of Great Britain and Northern Ireland,High school graduate (high school diploma or equivalent),20,20,20,20,20,9,9,8,8,8,I don't know,11,22,20,26,21,1,1,1,1,1,i honestly have no idea about this,1,892,
2018-09-04 22:18:03,2018-09-04 22:23:07,IP Address,86.12.45.138,100,303,True,2018-09-04 22:23:07,R_3e4ZZTIVocWQ225,,,,,52.63330078125,-2.5,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5a4e7fd687c6f80001cadd32,Female,36,No,,United Kingdom of Great Britain and Northern Ireland,Less than high school degree,14,14,19,24,29,55,58,58,64,58,n a,16,26,30,22,6,44,31,23,36,38,n a,1,858,
2018-09-04 22:13:14,2018-09-04 22:26:45,IP Address,62.28.121.75,100,811,True,2018-09-04 22:26:46,R_2xJMIf8whY5b1bY,,,,,38.716903686523,-9.3489990234375,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",58d25cb49d8a130001f0f389,Female,36,Other (please specify),portuguese,Portugal,Bachelor's degree in college (4-year),10,16,3,12,59,85,85,85,85,85,high-end product vs estimated NPV.,0,9,9,82,0,74,48,49,100,98,high-end products vs NPV value.,2,900,
2018-09-04 22:22:32,2018-09-04 22:27:53,IP Address,193.63.146.166,100,321,True,2018-09-04 22:27:54,R_2urGDhLQYVpNPnq,,,,,51.60139465332,-3.3446960449219,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",571e839b1bdf1a00129166c2,Female,40,Other (please specify),Welsh,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree in college (4-year),19,39,1,17,24,60,69,12,52,45,A middle of the road profit is a surer bet than a larger profit,21,2,23,28,26,64,62,60,59,64,"They all seem like good projects although without knowledge of the market it's hard to say
",2,865,
2018-09-04 22:25:56,2018-09-04 22:28:16,IP Address,85.136.139.133,100,140,True,2018-09-04 22:28:17,R_zSTK5eIO7dYoQXD,,,,,37.769195556641,-3.7902984619141,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Juan Carlos Hernandez,Male,20,Spanish,,Spain,Bachelor's degree in college (4-year),23,47,13,6,11,16,32,7,75,17,tghvyjftgfhvjgy,20,31,17,10,22,15,6,45,50,83,uuyhjy,2,852,
2018-09-04 22:22:19,2018-09-04 22:29:32,IP Address,178.85.186.229,100,432,True,2018-09-04 22:29:32,R_3LbcgCBNFi4kcOd,,,,,51.863403320312,4.6168975830078,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5aa52d954eecca0001dde931,Female,21,Other (please specify),Dutch,Netherlands,Associate degree in college (2-year),0,23,32,28,17,7,58,87,28,57,I feel like number 3 is the best investment considering the RAM,37,12,8,10,33,76,47,46,54,63,I feel like the shampoo and the backpack will be sold most. It reaches a big audience.,2,898,
2018-09-04 22:06:57,2018-09-04 22:29:51,IP Address,146.191.210.5,100,1373,True,2018-09-04 22:29:52,R_1nYCTFlZpKp4cGN,,,,,55.831695556641,-4.4324951171875,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5a1c5098df3fa800015c4f49,Male,21,Other (please specify),Polish,United Kingdom of Great Britain and Northern Ireland,Associate degree in college (2-year),0,0,20,0,80,80,67,75,95,85,If the company wants to produce high-end goods. Project 3 are 5 would be the most suitable. Project 5 aimed at people that would like to use their laptops overall for games and work. Project 3 being more powerful could be used by people that wasnt to play more demanding games but don't mind only 1080px.,0,0,25,0,75,60,60,70,60,90,"I don't know much about these products. But I feel like the laundry machine, laptop and shampoo markets are very competitive and it would be wiser to invest in other projects. The mountain bike and backup will work well together.",2,853,
2018-09-04 22:24:35,2018-09-04 22:32:38,IP Address,85.240.44.251,100,483,True,2018-09-04 22:32:39,R_2dRCihjYJeeCHMm,,,,,37.019393920898,-7.9322052001953,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",55b94792fdf99b45b10341e9,Male,34,Other (please specify),Portuguese,Portugal,High school graduate (high school diploma or equivalent),17,13,0,62,8,25,56,92,69,35,"The 4th project is indeed the one with more valued NPV so I put the most of my investment.

The others get some investment to diversify but project 3 is a no go for the lowest NPV.",0,18,0,74,8,91,45,63,47,24,"I wont invest in project 1 because of the low percentage for safety and 3 for is strange proposal.

Project 4 keeps being the most valued and the others are for diversify my investment.",1,851,
2018-09-04 22:23:31,2018-09-04 22:33:22,IP Address,212.251.210.5,100,590,True,2018-09-04 22:33:23,R_21GJGo0ri4LBHSu,,,,,63.413299560547,10.490997314453,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5b4b17f5a10d5b000188ac0c,Female,20,Other (please specify),Norwegian,Norway,Some college but no degree,25,20,5,35,15,30,30,30,30,30,Higher NPV = higher budget,30,20,0,40,10,30,30,40,50,30,"The higher the NPV, the higher the budget",1,892,
2018-09-04 22:12:19,2018-09-04 22:36:17,IP Address,89.115.199.171,100,1438,True,2018-09-04 22:36:18,R_2EofmoyFmWsN9gG,,,,,38.716705322266,-9.13330078125,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5915bacd0a4b9d0001add6d5,Male,22,Other (please specify),Portuguese,Portugal,Bachelor's degree in college (4-year),10,20,30,5,35,70,66,76,68,67,"Project 1 and 4 are clearly low end but the NPV is so high that it justifies a small allocation of resources

P3 and P5 are both the highest because the products are high end. P5 has a larger amount of budget than P3 (despite being less high end) because the NPV is 5x times as much, generating good profits.

Product 4 is a good inbetween because it's a medium quality product but the potential profits are quite significant",26,19,20,10,25,72,79,51,68,74,"Project 1 seems to be decently high end and with great NPV, which to me, it's worth the 1/4 budget investment

Project 2 seems like an okay-ish product, however it has a very good NPV, which is worth a signifcant part of the budget but not enough to be in the top 3 investments

The product from P3 seems to be very high end, which is worth a decent chunk of the budget, however the very low NPV makes it not worth the biggest investment

The P4 computer appears to be a very very low end product, which is why it is the project with the lowest investment. The NPV is noteworthy though

Product 5 seems to be very high end which is why I allocated 25% of the budget. I didn't allocate more because the NPV is considerably low",2,881,
2018-09-04 22:25:24,2018-09-04 22:38:16,IP Address,47.197.38.144,100,771,True,2018-09-04 22:38:16,R_1o5fpemSsME9soX,,,,,28.272201538086,-82.33219909668,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5a2f0b6f4b60fe00019b1e12,Female,48,No,,United States of America,Bachelor's degree in college (4-year),0,42,58,0,0,100,100,100,100,100,"High speed for useful applications.
Lower speed for people on a budget.
Other two aren't worth anything.",21,42,37,0,0,100,92,93,100,100,"Computer is garbage.
Most backpacks have a lifetime warranty
The slider was horrible so I couldn't put what I really wanted for the others",1,885,
2018-09-04 22:34:00,2018-09-04 22:38:39,IP Address,82.11.161.19,100,279,True,2018-09-04 22:38:40,R_79u6MQwga7u4ZoZ,,,,,51.586807250977,-0.020401000976562,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",589489848efc19000104d719,Female,32,Other (please specify),bulgarian,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree in college (4-year),0,0,100,0,0,11,10,93,12,10,cheaper,0,0,100,0,0,8,6,98,18,13,cheaper,2,865,
2018-09-04 22:23:13,2018-09-04 22:38:51,IP Address,85.255.232.154,100,938,True,2018-09-04 22:38:52,R_2Vwk21wCNMP9IKh,,,,,51.449996948242,-0.13330078125,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",59663ea207ed5e0001cd1bd0,Female,37,No,,United Kingdom of Great Britain and Northern Ireland,High school graduate (high school diploma or equivalent),0,0,2,0,98,23,20,53,20,84," Technology is always changing new and bigger and better things always been developed ",40,50,0,0,10,90,95,3,3,25,"I have made those decisions based on a mid range of the NSV but also  on the functionality of the devices I.e will always need shampoo to have clean hair and clean clothes The other projects number three and four are not lige essentials and will appeal to the less of a market ",2,850,
2018-09-04 22:28:56,2018-09-04 22:39:27,IP Address,88.156.15.249,100,631,True,2018-09-04 22:39:28,R_bHj2kSDHWCfdWvL,,,,,53.761199951172,20.487396240234,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5b093f20e8ee48000120de79,Female,22,Other (please specify),Polish,Poland,High school graduate (high school diploma or equivalent),11,10,10,11,58,30,31,31,32,32,"Project 5 has a high NPV, but also very good parameters",12,35,34,11,8,10,26,25,24,25,I think I choosed products with the highest objective value,2,897,
2018-09-04 22:27:09,2018-09-04 22:39:30,IP Address,89.142.181.134,100,740,True,2018-09-04 22:39:30,R_3HTGAqje7PfKExA,,,,,46.055297851562,14.514404296875,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5826fbebf7151900019744a6,Male,21,No,,Slovenia,High school graduate (high school diploma or equivalent),26,37,3,12,22,11,5,28,16,13,"in my opinion that laptop with more than 16 GB of RAM and more than 1 TB of memory is overkill, less than 2GB of RAM and 500 GB of memory is too little. the best options are project 1,2 and 5.",15,26,6,40,13,19,13,51,13,28,"the higher NPV is more profit, higher NPV its meaning thats is easier to choose this project.",2,866,
2018-09-04 22:31:42,2018-09-04 22:40:24,IP Address,85.255.232.38,100,522,True,2018-09-04 22:40:25,R_3O7U1g9ujhDodel,,,,,51.449996948242,-0.13330078125,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",590e4281ae0ba20001b0390a,Female,34,No,,United Kingdom of Great Britain and Northern Ireland,Some college but no degree,34,9,7,28,22,45,43,41,41,42,put my percentage in the ones that earn the most npv,41,6,7,42,4,68,40,52,79,53,"I put my percentage to the job that was the highest. ",1,872,
2018-09-04 22:36:24,2018-09-04 22:41:23,IP Address,81.101.196.144,100,299,True,2018-09-04 22:41:24,R_vkPMO4RdUkXag7f,,,,,52.583297729492,-2.13330078125,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5960b679f543ba0001cc5d27,Female,39,No,,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree in college (4-year),7,5,62,9,17,100,100,100,100,100,"The better value and best specifications was the one I chose to put most on ",14,13,28,20,25,75,58,82,50,78,The better value if cost and what you are getting for your money I am confident in what I chose.,2,873,
2018-09-04 22:32:40,2018-09-04 22:42:06,IP Address,94.132.236.72,100,565,True,2018-09-04 22:42:07,R_1pXuFIiGknGyCb3,,,,,41.236694335938,-8.5245056152344,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5922d44a20a50a000194d340,Female,32,Other (please specify),Portuguese,Portugal,Master's degree,26,12,35,14,13,47,60,83,41,42,Project 3 have the best product,39,20,29,6,6,71,69,65,51,80,Nice products sells by themselves,1,889,
2018-09-04 22:34:21,2018-09-04 22:42:18,IP Address,95.149.36.231,100,477,True,2018-09-04 22:42:19,R_1C2Pfc2pyC2X76U,,,,,51.533294677734,0.083297729492188,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",58865bce08e6b200011a6c0b,Female,36,Other (please specify),Bulgarian,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree in college (4-year),44,26,10,10,10,49,48,53,50,55,I don't know,10,60,10,10,10,72,100,61,55,58,Good price for the function,2,857,
2018-09-04 22:28:17,2018-09-04 22:42:56,IP Address,86.171.214.22,100,879,True,2018-09-04 22:42:57,R_3I5df1Zze1edzRh,,,,,50.516693115234,-4.8332977294922,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5abc11e6e1099600016a3097,Male,23,No,,United Kingdom of Great Britain and Northern Ireland,Some college but no degree,11,14,15,16,44,40,53,51,47,73,"I just believe Project 5 is the best overall with 16GB of RAM and a hard drive with 1000GB capacity and the resolution will be 1800px and the processor speed will be 3.6 Ghz.

I think Project 5 has on average the greatest features over all the other projects. ",15,22,15,17,31,45,38,42,50,84,"Project 5 the new backpack would give me the most confidence because is has very good features like it will have eight separate compartments for different types of storage, and a total capacity of 30L and the company will offer a four-year warranty.

So I think it would be the best choice over the rest.",2,852,
2018-09-04 22:35:19,2018-09-04 22:43:37,IP Address,174.237.138.140,100,498,True,2018-09-04 22:43:37,R_Q6bpe35nNUTihPz,,,,,36.173706054688,-115.1242980957,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.","5b62ab4bdb56360001f55336 ",Male,31,Spanish,,United States of America,Some college but no degree,28,19,11,26,16,84,55,88,75,49,Some of the projects have greater NPV.  I choose the ones with higher NPVs.  There should be a better return with the higher npvs,27,24,9,27,13,85,47,89,80,38,"I went with the higher npvs. Project 5 seems like it will not do as well.  Too expensive of a backpack. Project 2 seems like a good investment, good energy savings.",1,882,
2018-09-04 22:38:24,2018-09-04 22:43:39,IP Address,151.72.193.49,100,314,True,2018-09-04 22:43:39,R_tLGxhhTFzrms8IV,,,,,41.706405639648,15.72770690918,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",58dca5180674970001e927da,Female,43,Italian,,Italy,High school graduate (high school diploma or equivalent),10,13,52,3,22,77,81,88,73,82,I understand the specification,0,100,0,0,0,1,100,1,1,1,The other product are not of my interest,2,866,
2018-09-04 22:34:07,2018-09-04 22:43:41,IP Address,2.25.196.9,100,574,True,2018-09-04 22:43:42,R_AEzTeqNsl3e69Md,,,,,52.393096923828,1,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5ab901b5e10996000169ff8f,Female,45,No,,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree in college (4-year),20,60,5,5,10,30,50,25,25,51," have invested a reasonable sum of money depending on the resale, affordability and possibility of interest at resale.",6,6,6,5,77,50,50,51,50,51,"as none of these products were in competition with each other, I have made a decision based purely on personal preference",1,891,
