StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q83,Q81,Q79,Q75,Q85,Q85_10_TEXT,Q82,Q77,Q89_1,Q89_2,Q89_3,Q89_4,Q89_5,Q70_1,Q70_2,Q70_3,Q70_4,Q70_5,Q71_1,Q71_2,Q71_3,Q71_4,Q71_5,Q72,Q101_1,Q101_2,Q101_3,Q101_4,Q101_5,Q102_1,Q102_2,Q102_3,Q102_4,Q102_5,Q103_1,Q103_2,Q103_3,Q103_4,Q103_5,Q104,Q96_1,Q96_2,Q96_3,Q96_4,Q96_5,Q97_1,Q97_2,Q97_3,Q97_4,Q97_5,Q98_1,Q98_2,Q98_3,Q98_4,Q98_5,Q99,Q88_1,Q88_2,Q88_3,Q88_4,Q88_5,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q19,errorAllocation,alignAllocation
2018-09-12 16:01:52,2018-09-12 16:07:07,IP Address,90.211.72.246,100,314,True,2018-09-12 16:07:08,R_3Jf0gEH6P1TTYPW,,,,,53,-2.1833038330078,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5b86d36da89e62000113bf31,Male,31,Other (please specify),bulgarian,Bulgaria,Less than high school degree,,,,,,,,,,,,,,,,,5,3,1,4,2,0,16,62,0,22,29,82,91,78,91,They are ranked according to the strengths of the parameters and cost the price,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2
2018-09-12 15:52:32,2018-09-12 16:07:32,IP Address,187.210.52.110,100,899,True,2018-09-12 16:07:33,R_2B2s0VmGkCRZfcF,,,,,19.576400756836,-99.025001525879,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5b974d5f22901b0001fd5b10,Male,49,No,,Mexico,High school graduate (high school diploma or equivalent),5,3,4,1,2,0,0,0,100,0,100,100,100,100,100,"I'm not interested either in projects 1, 2 and 3. I'd probably be interested in projects 4 and 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
2018-09-12 15:49:29,2018-09-12 16:07:59,IP Address,90.192.18.174,100,1110,True,2018-09-12 16:08:00,R_1qepZ5XkoSMEfPc,,,,,51.560501098633,0.452392578125,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5b94bf590cde8200014f0844,Female,24,No,,United Kingdom of Great Britain and Northern Ireland,High school graduate (high school diploma or equivalent),2,3,5,1,4,40,30,15,10,5,95,60,50,90,95,"People buy shampoo more often than another of the other products being offered, mainly because the other products are more expensive to buy so you wouldn't buy them as often.
A washing machine is a fairly expensive product and I feel you wouldn't get as many sales as some of the other products.
I don't really have any personal experience of purchasing a bike or using one to know what draws people to them so I can't give a fair answer as to whether I am confident in the decision so I marked it in the middle.
I feel that when purchasing a laptop people will generally make their decision based on what the laptop has to offer. I know that personally my biggest issue with laptops is their memory capacity and the processor speed so to find a product that address' both of these appeals to me.
Lastly backpacks appeal to a large audience so there is a higher chance of more purchases of this item, personally I am part of a community that are always looking or a bag suitable to carry lot of stationery items, books, etc so this would appeal to a large number of people.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
2018-09-12 16:04:09,2018-09-12 16:09:10,IP Address,71.186.225.131,100,300,True,2018-09-12 16:09:10,R_1P7TMIYeKr55srL,,,,,42.976196289062,-78.794700622559,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",56345cb6dc62e50005cb3e86,Male,40,No,,United States of America,Bachelor's degree in college (4-year),,,,,,,,,,,,,,,,,4,1,3,5,2,34,26,15,15,10,80,70,70,60,72,The projects that I ranked and allocated the most to are higher end. The will more easily find a place in a higher quality market.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
2018-09-12 16:04:05,2018-09-12 16:09:12,IP Address,79.55.17.186,100,307,True,2018-09-12 16:09:13,R_2e2bZJxizKb4xHR,,,,,42.455001831055,14.139892578125,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5b4f76276d90520001127200,Female,53,Italian,,Italy,Doctoral degree,,,,,,,,,,,,,,,,,3,2,1,4,5,13,21,39,19,8,8,14,58,22,22,Quantity of RAM  and Processor power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2
2018-09-12 15:59:53,2018-09-12 16:09:13,IP Address,177.228.113.150,100,559,True,2018-09-12 16:09:13,R_0O5cZuGeRjoJiWl,,,,,24.762802124023,-107.35980224609,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5b90185ae9c53d00019e1931,Male,21,Spanish,,Mexico,Bachelor's degree in college (4-year),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,4,1,3,0,11,33,46,10,23,34,56,86,53,project 4 is more important in my opinion because what is technology is very much in the market and being a labtob justifies its price much besides that they have good demand,,,,,,,,,,,,,,,,,3,1
2018-09-12 16:00:06,2018-09-12 16:09:50,IP Address,2.98.115.223,100,584,True,2018-09-12 16:09:51,R_02PS6fJkOc35tbX,,,,,54.287200927734,-0.41419982910156,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5b5f18c31c3fa50001bb1099,Female,31,No,,United Kingdom of Great Britain and Northern Ireland,Associate degree in college (2-year),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,5,2,10,10,52,5,23,52,52,83,82,72,"Project 3 has the greatest spec of them all while project 4 has the lowest. The others are in between with project 4 and 1 being fairly close to each other so I found that hard to decide with full confidence. ",3,2
2018-09-12 15:53:47,2018-09-12 16:10:02,IP Address,124.150.8.38,100,974,True,2018-09-12 16:10:02,R_3QKVCngo2LwFVlf,,,,,-38.099700927734,145.17248535156,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5b7d5b512b57a900019151a7,Male,27,Other (please specify),"Current home no, but Greek when I lived with family.",Australia,Some college but no degree,,,,,,,,,,,,,,,,,4,3,1,5,2,0,26,37,0,37,100,70,70,100,90,"If looking to produce products that are high-end, I can justify 74% of the budget going into the best two products. Even though NPV value of Project 3 isn't great, a fantastic top-end product line can encourage sales in cheaper lines as well, which is way an equal 37% of budget was put into the second best product, Project 5. While typing that sentence, I noticed how cheap Projects 1 & 4 were, so lowered their budgets to 0%. These products are outdated by today's standards, so wouldn't warrant any budget if trying to project a high-quality image. A significant amount of budget (26%) was put into Project 2, as it serves the purpose of a good entry-level product, and a decent NPV to sustain the more expensive top-line products.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2
2018-09-12 16:02:49,2018-09-12 16:10:10,IP Address,177.226.242.241,100,441,True,2018-09-12 16:10:10,R_5mYVfAQadE8BdHH,,,,,19.037902832031,-98.203498840332,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5b1087bce9270900013c1730,Female,30,Spanish,,Mexico,Master's degree,,,,,,,,,,,,,,,,,2,4,3,5,1,4,11,61,4,20,70,71,93,72,83,I would trust in investing in the more advanced hardware which will be available in the technological market for more time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
2018-09-12 16:03:28,2018-09-12 16:10:54,IP Address,24.70.69.189,100,445,True,2018-09-12 16:10:54,R_2AN2yjP4zDIwTd0,,,,,53.64079284668,-122.95399475098,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5ad4a1146e74be00014e59d7,Female,31,No,,Canada,Some college but no degree,,,,,,,,,,,,,,,,,4,3,1,5,2,10,15,35,10,30,61,64,75,62,67,"If top quality is the main goal, and the NPV is to be relatively ignored due to its ""noise"" factor, the laptops with the best components should be prioritized, which is what I have done.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2
2018-09-12 16:05:40,2018-09-12 16:11:45,IP Address,109.145.176.199,100,365,True,2018-09-12 16:11:46,R_ZvNaqWM3HOPB6dr,,,,,51.5,-0.016693115234375,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5a9ac3b989de8200013f0810,Female,29,Other (please specify),Portuguese,United Kingdom of Great Britain and Northern Ireland,Master's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,5,2,12,15,28,20,25,70,71,70,70,71,"From the first table I can see the Laptop's characteristics - from that, I was able to judge. For example, the highest is the RAM (GB) more expensive it will be",3,2
2018-09-12 16:03:53,2018-09-12 16:11:48,IP Address,82.24.185.83,100,475,True,2018-09-12 16:11:48,R_1Q9tjXXnOCr41HX,,,,,55.830093383789,-4.2528991699219,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5b6b82d96e85f50001ed5441,Female,29,Italian,,United Kingdom of Great Britain and Northern Ireland,Master's degree,2,4,5,1,3,25,10,10,40,15,92,82,83,100,84,Based on the description of each project and the NPV value I think I made the best decisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
2018-09-12 15:57:25,2018-09-12 16:13:13,IP Address,76.220.28.175,100,948,True,2018-09-12 16:13:14,R_2S0S1Vx1fLAGlWb,,,,,37.342193603516,-121.88330078125,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5b8e20b64cdb3d0001801a32,Female,23,Chinese,,United States of America,Bachelor's degree in college (4-year),,,,,,,,,,,,,,,,,4,3,1,5,2,10,15,40,10,25,35,35,80,20,70,"Project 3 is the most high-end product in terms of it's product specs, so I know that this is the top priority project and I should invest the most in this out of my budget. I thought it would be too risky to invest everything into only 1 product so I then invested more of my budget into Project 5, and then Project 2 because they have the next highest product specifications.I divided the rest of my budget into 15% for Project 2 and 10% for both Projects 1 and 4. Although Project 4 had the lowest product specifications, I felt more secure allocating a small portion of my budget to it because of the NPV score. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2
2018-09-12 15:57:13,2018-09-12 16:14:20,IP Address,2.40.7.23,100,1027,True,2018-09-12 16:14:21,R_cT0pubMiIrQKc37,,,,,45.050003051758,7.6667022705078,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5ae8d8bbd9f2be0001932433,Male,34,Italian,,Italy,High school graduate (high school diploma or equivalent),2,3,5,1,4,29,19,4,38,10,51,40,64,80,69,I do not think I have properly compared the different budgets based on the number of npv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
2018-09-12 16:11:03,2018-09-12 16:15:29,IP Address,70.162.115.239,100,266,True,2018-09-12 16:15:30,R_UYZ2YAav7at8RRD,,,,,33.609603881836,-112.37729644775,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5acb91ca1667e40001d8a897,Male,19,Spanish,,United States of America,Some college but no degree,3,5,4,2,1,16,12,15,21,36,100,100,100,100,100,"I think the backpack had the highest value, and then the laptop because they all fall into the high end market. I do not think washing machines are that well to invest in, as they last forever. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
2018-09-12 16:08:16,2018-09-12 16:15:59,IP Address,212.96.37.85,100,463,True,2018-09-12 16:16:00,R_2cehL5D9Fzqfh2N,,,,,47.5,19.083297729492,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5908826f7a321c0001261e69,Female,30,Other (please specify),Hungarian,Hungary,Master's degree,,,,,,,,,,,,,,,,,4,3,1,5,2,50,30,20,0,0,61,82,50,51,50,Since the company wants to create high-end products I pushed for the greatest quality projects.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2
2018-09-12 16:11:56,2018-09-12 16:17:35,IP Address,148.63.37.76,100,339,True,2018-09-12 16:17:36,R_3iEgbtVgCRdDFtt,,,,,38.533294677734,-8.8999938964844,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",55be0910fdf99b184caf5a9e,Male,25,Other (please specify),"Portuguese, Spanish ",Portugal,Bachelor's degree in college (4-year),5,4,3,1,2,12,6,12,40,30,8,14,21,86,59,"Nowadays human beings prefer electronic stuff than daily basic items. A new computer will be better than a shampoo. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
2018-09-12 16:09:02,2018-09-12 16:17:45,IP Address,187.223.229.53,100,522,True,2018-09-12 16:17:45,R_1qeUDAKx6cjvasb,,,,,19.423904418945,-99.045402526855,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5b71d485a539a50001280147,Male,28,Spanish,,Mexico,Doctoral degree,,,,,,,,,,,,,,,,,3,2,5,1,4,15,20,10,40,15,70,80,70,95,75,"Project 4 seems to be the more profitable and I´d be confident about my decision. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2
2018-09-12 16:11:53,2018-09-12 16:21:47,IP Address,82.132.214.35,100,593,True,2018-09-12 16:21:48,R_3kBUZheWKWKvknc,,,,,51.514205932617,-0.093093872070312,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5b2cd77ed4df7000019350d9,Female,39,Other (please specify),Malay,United Kingdom of Great Britain and Northern Ireland,Master's degree,,,,,,,,,,,,,,,,,3,4,1,5,2,10,10,41,28,11,10,10,85,82,10,"We need project 4 with the highest NPV to fund project 3 the high quality market to penetrate ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
2018-09-12 16:15:52,2018-09-12 16:22:31,IP Address,80.215.227.163,100,398,True,2018-09-12 16:22:31,R_12LUixlUMuGk30s,,,,,48.871795654297,2.3399047851562,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5b756f944a039f0001c1a29d,Female,25,Other (please specify),French,France,Master's degree,,,,,,,,,,,,,,,,,3,1,2,4,5,40,6,4,28,22,16,71,36,24,20,"I Believe the projets that has to be prioritized are the Ones with biggest RAM and résolution, not necessarily thé biggest price.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
2018-09-12 16:12:04,2018-09-12 16:24:16,IP Address,31.4.241.216,100,732,True,2018-09-12 16:24:16,R_0HBCWo1xjOM6TvP,,,,,40.41650390625,-3.7026062011719,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5b534b71ede1fe0001041c06,Female,21,Spanish,,Spain,Associate degree in college (2-year),,,,,,,,,,,,,,,,,3,1,5,4,2,15,34,14,12,25,26,55,5,5,80,"I am not sure about project 3 and project 4. The market fits project 3 but the NPV is very low, and the market doesn't fit project 4 at all but the NPV is very high.

So, I have decided to allocate my budget in project 5 and project 2, these two projects are in the middle between project 3 and 4. They both have a high NPV and they are medium-high quality so they might fit into the market.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
2018-09-12 16:20:25,2018-09-12 16:25:32,IP Address,90.195.254.233,100,307,True,2018-09-12 16:25:33,R_2xyqJFsEvnQr5w2,,,,,55.830093383789,-4.2528991699219,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",58d6dbbc82b20f0001b99c7b,Female,25,No,,United Kingdom of Great Britain and Northern Ireland,Some college but no degree,3,2,1,4,5,43,21,15,8,13,52,25,35,13,3,"Project three is most likely to sell as ot os more cost effective whereas the rucsack seems ridiculous and may not sell at all ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
2018-09-12 16:13:07,2018-09-12 16:27:49,IP Address,91.125.154.201,100,882,True,2018-09-12 16:27:50,R_2SBuhQHneGDCHtO,,,,,52.75,0.38330078125,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",55a30e9dfdf99b246a8ba909,Female,73,No,,United Kingdom of Great Britain and Northern Ireland,Master's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,5,2,8,16,45,7,24,81,81,81,81,81,"My initial selection was based on capacity of each product and the most powerful being the most valuable and useful.  However, other factors may be just as important as the most powerful might be more niche and consequently not such a profitable seller as the lower capacity models.  As these products are still in development is impossible to know how long the development stage will be and consequently what wll be the next 'big thing' by the time they come to market.",3,2
2018-09-12 16:08:39,2018-09-12 16:29:09,IP Address,83.23.246.171,100,1230,True,2018-09-12 16:29:10,R_Y6vLOW7syf2N0Od,,,,,52.239395141602,21.036193847656,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5b8133ba0d65aa00014d5e1f,Female,22,Other (please specify),Polish,Poland,Less than high school degree,,,,,,,,,,,,,,,,,5,1,3,4,2,9,30,23,14,24,83,95,95,86,94,"I was trying to invest most of my budget in a project that is overall the best or has the best qualities and i ranked them using that mindset. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
2018-09-12 16:14:09,2018-09-12 16:35:25,IP Address,5.184.6.254,100,1275,True,2018-09-12 16:35:25,R_27DzmcyjW1DpNeY,,,,,52.25,21,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5b84060e22eefa00017d07bf,Male,18,Other (please specify),Polish,Poland,Less than high school degree,,,,,,,,,,,,,,,,,4,1,5,2,3,5,50,0,35,10,47,70,77,80,45,"Keeping in mind that I want to get into the high-quality market, I wanted to start investing into project 2 for it will provide me some profits and be a good start for me to get into trading high quality products.
 I did not invest in project 3 at all because it would provide me almost no profit right now. I would plan investing in project 3 in the future when I do get into the high-end market.
I invested in project 4 because I thought that would be some easy money in case if the investment into project 2 fails. 
Now the projects 1 and 5 I wasn't so sure about. I invested a bit into each of them just to see how it would go. I invested more into project 5 than project 1 because it's a higher quality product. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
