StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q83,Q79,Q75,Q85,Q85_10_TEXT,Q82,Q77,project1_1,project1_2,project1_3,project1_6,project1_7,project1_4,project1_5,project1_8,project1_9,project1_10,project1_11,project2_1,project2_2,project2_3,project2_6,project2_7,project2_4,project2_5,project2_8,project2_9,project2_10,project2_11,project3_1,project3_2,project3_3,project3_6,project3_7,project3_4,project3_5,project3_8,project3_9,project3_10,project3_11,project4_1,project4_2,project4_3,project4_6,project4_7,project4_4,project4_5,project4_8,project4_9,project4_10,project4_11,project5_1,project5_2,project5_3,project5_6,project5_7,project5_4,project5_5,project5_8,project5_9,project5_10,project5_11,Q133,npvCond,alignCond,Q85_10_TEXT - Topics
2019-01-16 18:40:51,2019-01-16 18:48:08,IP Address,76.28.224.75,100,437,True,2019-01-16 18:48:09,R_pFAPMIJp4Pb1QAh,,,,,47.10369873046875,-122.3235015869140625,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,18,Other (please specify),javanese,United States of America,5,4,3,22,36,17,4,2,1,5,3,3,6,4,4,6,29,19,11,8,7,3,3,4,3,3,17,20,25,11,8,4,3,2,1,1,1,1,2,11,21,28,22,10,2,4,6,9,24,19,14,9,7,4,2,2,lmfin,2,1,
2019-01-16 19:11:37,2019-01-16 19:24:38,IP Address,121.45.193.64,100,781,True,2019-01-16 19:24:39,R_1g5xiJTgkfGm9Jp,,,,,-35.2760009765625,149.1343994140625,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,33,No,,Australia,2,0,0,0,0,0,2,24,43,24,7,0,0,0,0,2,17,34,27,20,0,0,0,19,22,28,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,38,30,49,38,13,0,0,0,0,0,0,0,0,Ratty-fish,2,2,
2019-01-16 19:37:17,2019-01-16 19:47:52,IP Address,80.219.207.144,100,635,True,2019-01-16 19:47:53,R_XS6Zmk6Sz5JitmV,,,,,46.9481048583984375,7.4474029541015625,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,34,Other (please specify),German,Switzerland,5,0,0,0,15,15,15,15,15,15,10,0,0,0,0,15,15,15,15,10,10,10,10,0,0,0,0,13,19,12,18,14,17,7,0,10,12,21,23,14,11,6,3,0,0,0,0,16,8,16,18,18,17,7,0,0,Hannoa,1,1,
2019-01-16 19:46:07,2019-01-16 19:52:03,IP Address,85.255.236.170,100,355,True,2019-01-16 19:52:04,R_1DnUaDScpP62u2U,,,,,51.49639892578125,-0.122406005859375,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,24,No,,United Kingdom of Great Britain and Northern Ireland,Less than 1,38,31,31,0,0,0,0,0,0,0,0,25,0,43,32,0,0,0,0,0,0,0,0,0,0,20,51,29,0,0,0,0,0,0,58,42,0,0,0,0,0,0,0,0,0,0,0,0,52,48,0,0,0,0,0,David_cam,2,1,
2019-01-16 20:55:02,2019-01-16 20:59:37,IP Address,173.212.49.66,100,275,True,2019-01-16 20:59:38,R_22kMkEPg3OHb39g,,,,,29.9604949951171875,-90.0753021240234375,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,31,No,,United States of America,2,10,13,47,30,0,0,0,0,0,0,0,8,6,6,39,31,10,0,0,0,0,0,18,18,56,4,4,0,0,0,0,0,0,0,0,0,0,0,16,27,16,19,13,9,24,23,29,24,0,0,0,0,0,0,0,roncordova,1,1,
2019-01-16 20:56:11,2019-01-16 21:03:08,IP Address,27.32.54.8,100,416,True,2019-01-16 21:03:09,R_tPNCVuilaMIXAVr,,,,,-33.8983001708984375,151.177490234375,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,35,No,,Australia,2,0,5,10,20,50,10,5,0,0,0,0,0,0,0,0,10,20,40,20,10,0,0,0,10,20,40,20,10,0,0,0,0,0,0,0,0,10,50,20,10,10,0,0,0,10,20,40,20,10,0,0,0,0,0,0,polyvalent,1,1,
2019-01-16 20:55:13,2019-01-16 21:05:00,IP Address,185.16.85.152,100,586,True,2019-01-16 21:05:00,R_1LkwM8BKtnF4K3v,,,,,51.5160980224609375,-0.0948944091796875,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,29,No,,United Kingdom of Great Britain and Northern Ireland,4,1,2,3,9,20,30,20,9,3,2,1,2,2,3,10,20,32,20,9,2,0,0,1,3,4,9,18,29,17,10,6,3,0,2,4,7,12,17,26,15,11,3,2,1,2,5,8,12,16,19,15,13,10,0,0,resubleu,1,1,
2019-01-16 21:04:47,2019-01-16 21:06:31,IP Address,137.132.181.6,100,103,True,2019-01-16 21:06:32,R_3lDHM9CfQibpztu,,,,,1.2931060791015625,103.855804443359375,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,25,Chinese,,Singapore,5,93,7,0,0,0,0,0,0,0,0,0,0,15,0,0,0,14,71,0,0,0,0,3,97,0,0,0,0,0,0,0,0,0,0,99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,88,0,12,0,0,0,ILoveBunny14,1,2,
2019-01-16 23:44:17,2019-01-16 23:49:13,IP Address,72.86.42.86,100,295,True,2019-01-16 23:49:13,R_pRDqk44YNH29uG5,,,,,39.182098388671875,-77.53589630126953125,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,30,No,,United States of America,8,0,24,27,33,16,0,0,0,0,0,0,0,21,35,27,17,0,0,0,0,0,0,0,9,17,40,34,0,0,0,0,0,0,0,4,21,27,48,0,0,0,0,0,0,0,22,36,27,15,0,0,0,0,0,0,BurntCrackers,2,2,
2019-01-16 23:53:17,2019-01-16 23:57:27,IP Address,99.101.76.198,100,249,True,2019-01-16 23:57:28,R_2zBcHAq6O0kRfBq,,,,,34.6067962646484375,-92.49199676513671875,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,23,Other (please specify),"Turkish ",United States of America,3,0,0,31,0,69,0,0,0,0,0,0,0,0,0,49,0,51,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,turkeyremis,1,2,
2019-01-16 23:30:52,2019-01-17 00:05:46,IP Address,95.128.91.50,100,2093,True,2019-01-17 00:05:47,R_XI07khF0X9Ht6Rb,,,,,52.0186004638671875,4.378204345703125,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,42,Other (please specify),Assamese,Netherlands,10,0,3,14,23,43,17,0,0,0,0,0,0,0,0,9,69,22,0,0,0,0,0,0,0,0,41,29,0,0,30,0,0,0,0,0,43,21,36,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,bhasmasura,1,1,
2019-01-17 00:04:19,2019-01-17 00:07:55,IP Address,99.203.81.85,100,216,True,2019-01-17 00:07:55,R_3RshgiUqo4PzQ6S,,,,,39.2855987548828125,-76.68990325927734375,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,30,No,,United States of America,Less than 1,0,0,0,0,0,0,98,2,0,0,0,0,0,96,4,0,0,0,0,0,0,0,81,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,9,2,0,0,0,0,12,88,0,0,0,0,0,0,0,Phatblackdude,1,2,
2019-01-17 00:24:36,2019-01-17 00:29:29,IP Address,71.225.122.109,100,292,True,2019-01-17 00:29:29,R_2s0bizIpVUmGbjg,,,,,39.9441070556640625,-75.58820343017578125,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,51,No,,United States of America,More than 10,12,16,20,23,18,11,0,0,0,0,0,1,2,6,21,31,16,11,6,3,3,0,25,32,25,18,0,0,0,0,0,0,0,29,32,27,12,0,0,0,0,0,0,0,14,18,22,18,14,12,2,0,0,0,0,Fire_Doc2017,1,1,
2019-01-17 00:49:27,2019-01-17 00:56:04,IP Address,47.184.105.242,100,396,True,2019-01-17 00:56:04,R_12LwBdGlnuPe62B,,,,,33.1428070068359375,-97.07270050048828125,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,25,No,,United States of America,2,18,15,10,22,15,9,11,0,0,0,0,22,41,24,13,0,0,0,0,0,0,0,40,30,12,18,0,0,0,0,0,0,0,6,14,48,32,0,0,0,0,0,0,0,36,18,0,0,0,0,15,31,0,0,0,UrboyJJ,2,2,
2019-01-17 00:50:31,2019-01-17 00:56:13,IP Address,198.252.245.194,100,342,True,2019-01-17 00:56:14,R_2VmCrM8XRx8Hy0B,,,,,36.7978057861328125,-76.1759033203125,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Female,30,No,,United States of America,3,0,0,35,65,0,0,0,0,0,0,0,11,77,12,0,0,0,0,0,0,0,0,0,0,0,15,79,6,0,0,0,0,0,0,0,0,0,40,60,0,0,0,0,0,0,27,60,13,0,0,0,0,0,0,0,liquid_ice56,1,2,
2019-01-17 01:57:43,2019-01-17 02:02:15,IP Address,174.237.172.127,100,271,True,2019-01-17 02:02:15,R_OpumDFFmlHe4xy1,,,,,35.084503173828125,-106.65110015869140625,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,21,Other (please specify),"Russian ",United States of America,1,3,15,38,32,12,0,0,0,0,0,0,21,20,37,22,0,0,0,0,0,0,0,43,0,0,0,0,0,14,0,0,0,43,0,0,0,0,0,0,0,0,0,0,100,44,30,26,0,0,0,0,0,0,0,0,Muchi21muchi21,2,2,
2019-01-17 02:05:21,2019-01-17 02:08:44,IP Address,174.199.12.120,100,203,True,2019-01-17 02:08:45,R_3ndYNYkXUbPNiKU,,,,,41.707305908203125,-72.57270050048828125,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,21,No,,United States of America,Less than 1,27,51,22,0,0,0,0,0,0,0,0,60,29,0,11,0,0,0,0,0,0,0,0,31,32,37,0,0,0,0,0,0,0,19,40,41,0,0,0,0,0,0,0,0,0,0,0,0,27,43,30,0,0,0,0,Ntirrusa,2,2,
2019-01-17 02:08:46,2019-01-17 02:15:39,IP Address,104.171.225.225,100,412,True,2019-01-17 02:15:39,R_2ZOdXKt2fT4MxY2,,,,,22.533294677734375,114.13330078125,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,40,No,,China,More than 10,3,8,6,20,63,0,0,0,0,0,0,0,0,14,36,50,0,0,0,0,0,0,19,27,54,0,0,0,0,0,0,0,0,0,0,0,0,0,51,31,18,0,0,0,70,30,0,0,0,0,0,0,0,0,0,teewingles,1,2,
2019-01-17 02:38:06,2019-01-17 02:57:18,IP Address,169.139.0.64,100,1151,True,2019-01-17 02:57:19,R_3GpPCDtzyUJIKNR,,,,,26.1793060302734375,-80.27459716796875,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,34,No,,United States of America,Less than 1,13,19,22,34,12,0,0,0,0,0,0,50,26,14,6,4,0,0,0,0,0,0,9,29,25,21,16,0,0,0,0,0,0,0,0,0,0,0,42,29,19,7,3,0,32,30,0,0,23,11,4,0,0,0,0,PLAudio,2,2,
2019-01-17 03:57:55,2019-01-17 04:00:43,IP Address,8.45.104.20,100,168,True,2019-01-17 04:00:44,R_0oh0TrLtXfZdyxj,,,,,37.786407470703125,-122.38919830322265625,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,37,No,,United States of America,10,13,20,20,17,0,0,0,0,0,13,17,12,14,19,17,13,0,1,2,4,7,11,10,14,20,16,10,2,1,3,5,8,11,0,0,0,0,0,0,26,22,21,19,12,0,21,14,14,13,13,11,14,0,0,0,Mirguy05,1,1,
2019-01-17 04:26:12,2019-01-17 04:30:44,IP Address,50.241.168.105,100,272,True,2019-01-17 04:30:45,R_2PdKgEhIbmryg0h,,,,,40.07659912109375,-76.310699462890625,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,23,No,,United States of America,2,5,19,28,19,11,10,6,2,0,0,0,0,6,15,23,28,18,8,2,0,0,0,10,17,29,24,15,5,0,0,0,0,0,0,2,7,13,16,26,18,11,5,2,0,5,15,22,29,18,9,2,0,0,0,0,redsoxfan1212,1,1,
2019-01-17 04:25:24,2019-01-17 04:32:24,IP Address,79.155.6.78,100,419,True,2019-01-17 04:32:25,R_3qaJGnOXyxtq1Jm,,,,,41.3887939453125,2.15899658203125,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,29,Other (please specify),Romanian,Spain,2,6,6,10,16,19,23,5,4,4,4,3,0,0,0,0,0,0,0,0,11,37,52,0,0,0,0,0,0,12,19,22,22,25,0,0,0,0,0,0,0,0,77,0,23,0,0,0,0,53,13,6,5,5,9,9,bogdinamita,1,1,
2019-01-17 04:56:51,2019-01-17 05:07:21,IP Address,174.207.5.127,100,630,True,2019-01-17 05:07:21,R_2V7lSuO5IvZK0z3,,,,,31.889007568359375,-102.35479736328125,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,38,No,,United States of America,Less than 1,2,4,10,15,36,23,4,3,1,1,1,3,4,5,19,51,14,1,1,1,1,0,6,6,12,37,22,11,1,2,1,1,1,0,1,1,2,10,33,20,15,10,5,3,4,8,31,36,11,5,2,2,1,0,0,Unpluggedunfettered,1,2,
2019-01-17 05:07:15,2019-01-17 05:10:07,IP Address,128.210.106.68,100,172,True,2019-01-17 05:10:08,R_1HeNBC2uLf2MmVW,,,,,40.424896240234375,-86.91619873046875,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,19,No,,United States of America,3,0,0,0,51,27,22,0,0,0,0,0,0,0,0,0,26,48,26,0,0,0,0,0,0,21,59,20,0,0,0,0,0,0,0,0,0,0,0,0,0,33,37,30,0,0,0,0,21,79,0,0,0,0,0,0,srporte756,1,2,
2019-01-17 07:03:22,2019-01-17 07:08:58,IP Address,96.59.75.0,100,335,True,2019-01-17 07:08:58,R_1IAWdTvnZ5ZY5OI,,,,,27.9170074462890625,-82.80269622802734375,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,30,No,,United States of America,5,20,60,20,0,0,0,0,0,0,0,0,0,10,80,10,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,15,70,15,0,0,0,0,0,0,Antipusillanimity,2,2,
2019-01-17 07:41:40,2019-01-17 07:48:51,IP Address,209.171.2.190,100,430,True,2019-01-17 07:48:52,R_O2OwkQXHOBbx6Gl,,,,,49.814300537109375,-97.15309906005859375,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,23,No,,Canada,2,0,0,0,0,0,17,26,57,0,0,0,0,0,0,16,24,60,0,0,0,0,0,0,0,0,0,75,25,0,0,0,0,0,0,0,59,41,0,0,0,0,0,0,0,11,36,53,0,0,0,0,0,0,0,0,Gkaz,1,2,
2019-01-17 08:12:43,2019-01-17 08:17:58,IP Address,136.160.90.33,100,314,True,2019-01-17 08:17:58,R_3k0vFV5mOQdpBaP,,,,,38.9741973876953125,-76.59490203857421875,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,22,No,,United States of America,4,3,5,7,22,30,15,8,4,3,2,1,9,17,26,21,18,9,0,0,0,0,0,3,4,5,5,8,25,22,19,5,2,2,13,13,18,21,23,12,0,0,0,0,0,6,6,7,10,23,24,10,8,6,0,0,naketship,2,1,
2019-01-17 08:14:25,2019-01-17 08:19:26,IP Address,82.69.3.58,100,300,True,2019-01-17 08:19:27,R_2AHx3iZZlMZy6L7,,,,,51.5666961669921875,0.466705322265625,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,22,No,,United Kingdom of Great Britain and Northern Ireland,1,0,0,0,0,0,0,0,50,30,20,0,0,0,40,30,30,0,0,0,0,0,0,0,0,50,35,15,0,0,0,0,0,0,0,0,0,0,0,0,16,30,54,0,0,0,0,56,27,17,0,0,0,0,0,0,YarManYak,1,2,
2019-01-17 08:23:02,2019-01-17 08:35:22,IP Address,142.176.115.135,100,740,True,2019-01-17 08:35:23,R_2E9RPU7pSh3tcTC,,,,,44.6508026123046875,-63.61460113525390625,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,37,No,,Canada,More than 10,2,11,17,33,17,13,7,0,0,0,0,11,17,29,20,12,8,3,0,0,0,0,0,0,2,13,34,25,15,6,3,2,0,6,20,35,18,12,7,2,0,0,0,0,4,11,16,31,19,13,6,0,0,0,0,mesosinvestments,2,2,
