StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q133,Q83,Q79,Q75,Q85,Q85_10_TEXT,Q82,Q77,project1_1,project1_2,project1_3,project1_6,project1_7,project1_4,project1_5,project1_8,project1_9,project1_10,project1_11,project2_1,project2_2,project2_3,project2_6,project2_7,project2_4,project2_5,project2_8,project2_9,project2_10,project2_11,project3_1,project3_2,project3_3,project3_6,project3_7,project3_4,project3_5,project3_8,project3_9,project3_10,project3_11,project4_1,project4_2,project4_3,project4_6,project4_7,project4_4,project4_5,project4_8,project4_9,project4_10,project4_11,project5_1,project5_2,project5_3,project5_6,project5_7,project5_4,project5_5,project5_8,project5_9,project5_10,project5_11,npvCond,alignCond
2019-04-22 16:13:32,2019-04-22 16:28:05,IP Address,37.142.91.192,100,872,True,2019-04-22 16:28:05,R_1F4dNQbXMaUtyob,,,,,32.0113983154296875,34.7722015380859375,anonymous,EN,5c555376e66e510001ee6e09,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,20,Hebrew,,Israel,0,10,15,25,20,15,10,5,0,0,0,0,0,0,5,10,13,15,25,20,12,0,0,0,0,0,10,15,15,25,20,15,0,0,5,10,13,18,25,14,10,5,0,0,0,0,5,12,17,24,24,10,8,0,0,0,2,1
2019-04-22 16:18:23,2019-04-22 16:28:31,IP Address,82.132.246.46,100,608,True,2019-04-22 16:28:32,R_1hMCk9LmpuHX0eZ,,,,,51.49639892578125,-0.122406005859375,anonymous,EN,5a5a6318ac5624000153e365,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,45,No,,United Kingdom of Great Britain and Northern Ireland,0,0,65,20,15,0,0,0,0,0,0,0,0,25,30,25,15,5,0,0,0,0,0,0,20,30,40,10,0,0,0,0,0,0,0,15,15,20,25,25,0,0,0,0,0,0,30,35,20,15,0,0,0,0,0,0,1,2
2019-04-22 16:19:54,2019-04-22 16:29:07,IP Address,37.47.137.143,100,552,True,2019-04-22 16:29:08,R_86BmWR4dv14H7Gh,,,,,52.4237060546875,16.933807373046875,anonymous,EN,5a820545b093f80001a7bcbc,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Female,20,Other (please specify),Polish,Poland,0,4,5,7,12,13,27,19,13,0,0,0,20,25,29,20,6,0,0,0,0,0,0,2,5,8,10,13,15,16,18,13,0,0,0,0,0,0,0,0,0,33,29,23,15,0,31,47,22,0,0,0,0,0,0,0,2,2
2019-04-22 16:21:00,2019-04-22 16:29:18,IP Address,98.10.73.168,100,497,True,2019-04-22 16:29:19,R_26eWRJNbxqDvD0H,,,,,42.7368011474609375,-78.8358001708984375,anonymous,EN,5aea8f8f44277c000101c7cf,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,23,No,,United States of America,12,31,24,18,11,11,5,0,0,0,0,0,26,21,20,17,13,3,0,0,0,0,0,10,15,20,25,8,10,8,4,0,0,0,35,25,20,13,7,0,0,0,0,0,0,22,27,31,16,4,0,0,0,0,0,0,2,2
2019-04-22 16:22:07,2019-04-22 16:29:29,IP Address,31.0.121.226,100,441,True,2019-04-22 16:29:29,R_2wjDOb0wHTdN8x5,,,,,52.2393951416015625,21.03619384765625,anonymous,EN,5c8975103e93bf0001e16473,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Female,20,Other (please specify),Polish,Poland,0,0,15,18,18,30,19,0,0,0,0,0,0,0,0,0,45,31,24,0,0,0,0,0,0,32,9,29,30,0,0,0,0,0,0,0,0,0,0,18,25,39,18,0,0,0,0,0,31,26,43,0,0,0,0,0,1,1
2019-04-22 16:26:19,2019-04-22 16:30:13,IP Address,82.42.176.79,100,234,True,2019-04-22 16:30:15,R_1OJkGLswnOhxIei,,,,,51.5157928466796875,-0.42340087890625,anonymous,EN,5c38642b1ede2b0001156a1b,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Female,39,Italian,,United Kingdom of Great Britain and Northern Ireland,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1,2
2019-04-22 16:23:28,2019-04-22 16:30:13,IP Address,213.4.43.124,100,404,True,2019-04-22 16:30:15,R_2w5D9Ndor9H8Mhr,,,,,40.417205810546875,-3.6840057373046875,anonymous,EN,5aad8904e1546900019aef8e,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,39,Spanish,,Spain,6,1,1,2,47,22,14,3,3,2,3,2,7,14,15,26,23,6,4,4,1,0,0,3,4,33,31,24,2,3,0,0,0,0,0,0,0,39,33,11,7,4,6,0,0,0,0,0,41,40,16,3,0,0,0,0,1,1
2019-04-22 16:23:33,2019-04-22 16:30:22,IP Address,93.70.28.2,100,408,True,2019-04-22 16:30:22,R_273hvyb8fwLTupo,,,,,45.6959991455078125,9.667205810546875,anonymous,EN,5c06ad9421cb7e0001287bed,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,50,Italian,,Italy,0,6,9,12,17,30,17,2,2,2,2,1,2,4,6,24,50,6,2,2,1,2,1,1,2,6,31,41,10,3,2,2,1,1,2,3,5,26,40,14,2,2,2,2,2,2,3,6,34,45,10,0,0,0,0,0,2,1
2019-04-22 16:24:10,2019-04-22 16:31:15,IP Address,46.149.223.51,100,425,True,2019-04-22 16:31:17,R_2DNyF7Syxc8SOa3,,,,,49.7451934814453125,21.4712066650390625,anonymous,EN,5c51dd37c91d1100017760b8,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,33,Other (please specify),Polish,Poland,2,0,0,0,40,40,20,0,0,0,0,0,0,40,50,10,0,0,0,0,0,0,0,0,5,35,35,25,0,0,0,0,0,0,0,0,0,0,16,29,28,27,0,0,0,20,23,27,30,0,0,0,0,0,0,0,1,2
2019-04-22 16:26:12,2019-04-22 16:31:48,IP Address,199.85.232.173,100,336,True,2019-04-22 16:31:49,R_O9zalsQEYvTK0dr,,,,,62.45599365234375,-114.35250091552734375,anonymous,EN,5c4967e771e01d00019363e0,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,31,No,,Canada,6,11,25,0,0,64,0,0,0,0,0,0,29,39,32,0,0,0,0,0,0,0,0,53,47,0,0,0,0,0,0,0,0,0,0,0,0,0,40,60,0,0,0,0,0,39,30,31,0,0,0,0,0,0,0,0,1,2
2019-04-22 16:27:27,2019-04-22 16:32:49,IP Address,151.41.75.8,100,321,True,2019-04-22 16:32:50,R_1BV4QOastPuHXqv,,,,,43.8804931640625,11.0970001220703125,anonymous,EN,59b636b3180e830001575d2a,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Female,28,Italian,,Italy,6,5,8,12,18,29,28,0,0,0,0,0,7,11,21,27,34,0,0,0,0,0,0,20,34,46,0,0,0,0,0,0,0,0,1,3,6,9,28,39,14,0,0,0,0,9,17,26,48,0,0,0,0,0,0,0,1,2
2019-04-22 16:25:21,2019-04-22 16:33:06,IP Address,188.147.99.171,100,465,True,2019-04-22 16:33:07,R_3E9DLsQD1HqROaX,,,,,52.1934051513671875,21.015594482421875,anonymous,EN,5c98c3b52442a70011b94e7d,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Female,18,Other (please specify),polish,Poland,0,0,0,0,54,46,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,2,1
2019-04-22 16:29:29,2019-04-22 16:33:51,IP Address,87.102.63.174,100,261,True,2019-04-22 16:33:51,R_1Xt3j7lx7gaPALD,,,,,53.744598388671875,-0.335296630859375,anonymous,EN,5685096c8f456f000c463966,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,63,No,,United Kingdom of Great Britain and Northern Ireland,3,51,29,12,4,2,2,0,0,0,0,0,25,25,25,25,0,0,0,0,0,0,0,35,28,16,13,8,0,0,0,0,0,0,0,0,0,0,8,10,16,19,23,24,0,0,0,22,23,31,24,0,0,0,0,0,2,1
2019-04-22 16:23:38,2019-04-22 16:34:00,IP Address,85.253.244.249,100,621,True,2019-04-22 16:34:01,R_2fwWJpNGpEBP5XD,,,,,59.4329986572265625,24.7322998046875,anonymous,EN,5c73f003181ad3001133614c,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Female,26,Other (please specify),Estonian,Estonia,0,0,4,7,11,29,27,18,4,0,0,0,3,6,13,34,23,17,3,1,0,0,0,8,15,34,34,9,0,0,0,0,0,0,0,0,0,0,1,15,45,26,13,0,0,0,0,2,28,46,22,2,0,0,0,0,2,2
2019-04-22 16:15:11,2019-04-22 16:34:12,IP Address,151.42.109.64,100,1141,True,2019-04-22 16:34:14,R_1jZBdPjpcO6vvZM,,,,,44.493804931640625,11.3386993408203125,anonymous,EN,5b55a500ed9028000150f937,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Female,50,Italian,,Italy,2,64,36,0,0,0,0,0,0,0,0,0,14,39,47,0,0,0,0,0,0,0,0,11,42,47,0,0,0,0,0,0,0,0,32,39,29,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,1,1
2019-04-22 16:30:03,2019-04-22 16:34:24,IP Address,162.238.31.161,100,260,True,2019-04-22 16:34:24,R_O7Ga7jxpbhVqzkt,,,,,37.865997314453125,-122.25689697265625,anonymous,EN,5ab667981204f90001c97dc3,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Female,24,No,,United States of America,0,4,11,21,28,36,0,0,0,0,0,0,12,20,23,26,19,0,0,0,0,0,0,4,10,14,28,44,0,0,0,0,0,0,13,17,23,24,23,0,0,0,0,0,0,12,16,18,29,25,0,0,0,0,0,0,2,1
2019-04-22 16:26:44,2019-04-22 16:34:24,IP Address,62.38.240.102,100,459,True,2019-04-22 16:34:25,R_2Eu87qcp2gO3Mrz,,,,,37.9842071533203125,23.7353057861328125,anonymous,EN,5ca5c55acd25c600152975b2,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,30,Greek,,Greece,5,6,9,10,10,48,17,0,0,0,0,0,40,35,25,0,0,0,0,0,0,0,0,0,0,0,0,62,38,0,0,0,0,0,0,0,0,0,0,95,5,0,0,0,0,0,0,0,0,95,5,0,0,0,0,0,2,1
2019-04-22 16:28:15,2019-04-22 16:34:25,IP Address,81.140.219.135,100,369,True,2019-04-22 16:34:26,R_3PBLumwOfpbLkw0,,,,,50.8341064453125,-0.2743072509765625,anonymous,EN,5be9f01a610b1200018aff04,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,46,No,,United Kingdom of Great Britain and Northern Ireland,6,0,0,54,9,28,9,0,0,0,0,0,7,20,35,6,17,15,0,0,0,0,0,3,14,41,22,16,4,0,0,0,0,0,12,12,10,12,19,16,17,2,0,0,0,0,22,20,13,23,20,2,0,0,0,0,1,1
2019-04-22 16:25:55,2019-04-22 16:34:47,IP Address,90.191.43.107,100,532,True,2019-04-22 16:34:48,R_1oopAyZcz6ha5sH,,,,,58.3661041259765625,26.7360992431640625,anonymous,EN,5c9a22ce829498000144243c,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Female,27,Other (please specify),Estonian,Estonia,0,11,21,49,19,0,0,0,0,0,0,0,0,40,14,24,22,0,0,0,0,0,0,0,0,0,30,30,40,0,0,0,0,0,60,20,20,0,0,0,0,0,0,0,0,40,30,10,20,0,0,0,0,0,0,0,2,2
2019-04-22 16:30:39,2019-04-22 16:34:51,IP Address,90.209.218.27,100,252,True,2019-04-22 16:34:52,R_2v8QklWmNHkDCzM,,,,,53.0576934814453125,-2.1898040771484375,anonymous,EN,5975ea651a800200011cd0f7,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,36,No,,United Kingdom of Great Britain and Northern Ireland,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,76,24,0,0,0,0,0,0,0,0,0,0,0,95,5,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,2
2019-04-22 16:25:19,2019-04-22 16:35:09,IP Address,5.168.120.119,100,589,True,2019-04-22 16:35:10,R_3mkyu07g3NLPNaV,,,,,41.8903961181640625,12.5124053955078125,anonymous,EN,5a5f02f276d1c60001ab7007,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Female,41,Italian,,Italy,1,14,25,43,18,0,0,0,0,0,0,0,2,9,11,72,6,0,0,0,0,0,0,22,36,42,0,0,0,0,0,0,0,0,24,20,56,0,0,0,0,0,0,0,0,21,38,41,0,0,0,0,0,0,0,0,1,2
2019-04-22 16:30:30,2019-04-22 16:35:21,IP Address,89.238.154.121,100,290,True,2019-04-22 16:35:21,R_D94vQHmilpQ44Fz,,,,,51.5426025390625,-0.244903564453125,anonymous,EN,5c5c9a127bca5b000167acb8,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Female,51,No,,United Kingdom of Great Britain and Northern Ireland,10,71,24,5,0,0,0,0,0,0,0,0,80,8,11,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,80,15,5,0,0,0,0,0,0,0,0,1,2
2019-04-22 16:30:23,2019-04-22 16:35:33,IP Address,148.63.62.83,100,310,True,2019-04-22 16:35:34,R_2bOfi3sJGVXOyil,,,,,38.7174072265625,-9.1320953369140625,anonymous,EN,5bfed3755eecf20001fb3681,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,27,Other (please specify),portuguese,Portugal,0,50,30,10,10,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,48,52,0,0,0,0,0,0,0,0,22,52,26,0,0,0,0,0,0,0,0,0,0,0,59,41,0,0,0,0,2,1
2019-04-22 16:33:02,2019-04-22 16:35:37,IP Address,79.70.16.227,100,155,True,2019-04-22 16:35:37,R_1q4K4ZNieO5Wfl8,,,,,52.0045013427734375,-0.7823028564453125,anonymous,EN,5a3628cfe7bc8000010a7e93,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Female,47,No,,United Kingdom of Great Britain and Northern Ireland,0,0,0,0,0,56,0,0,44,0,0,0,0,0,0,95,0,0,0,0,0,0,5,0,0,0,83,17,0,0,0,0,0,0,0,0,77,23,0,0,0,0,0,0,0,97,3,0,0,0,0,0,0,0,0,0,2,2
2019-04-22 16:33:23,2019-04-22 16:36:09,IP Address,176.199.253.81,100,165,True,2019-04-22 16:36:09,R_USIrgLuLWb2aHSN,,,,,51.5426025390625,7.218994140625,anonymous,EN,5a70195ec2eb6c00017e08a7,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,33,Other (please specify),german,Germany,0,0,0,0,0,0,0,0,0,50,49,1,0,0,0,0,0,0,49,49,2,0,0,0,0,0,0,0,0,43,52,5,0,0,0,0,0,0,0,24,49,27,0,0,0,0,0,0,0,0,0,50,50,0,0,0,1,2
2019-04-22 16:19:43,2019-04-22 16:36:27,IP Address,176.103.78.183,100,1003,True,2019-04-22 16:36:28,R_3ehndXXqNUWemQS,,,,,50.28179931640625,19.5634002685546875,anonymous,EN,5bb7804a56161d0001ffee69,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,59,Other (please specify),polish,Poland,10,0,4,64,18,14,0,0,0,0,0,0,2,4,8,32,51,3,0,0,0,0,0,0,0,0,3,8,45,32,9,3,0,0,6,11,54,26,3,0,0,0,0,0,0,0,0,0,26,49,19,6,0,0,0,0,2,2
2019-04-22 16:30:20,2019-04-22 16:36:29,IP Address,5.90.249.110,100,369,True,2019-04-22 16:36:31,R_26gNB6L1vznNAtL,,,,,40.85260009765625,14.26849365234375,anonymous,EN,5c69683993c6a10001a42f92,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,25,Italian,,Italy,3,19,13,10,9,7,9,6,6,7,6,8,6,6,12,12,6,6,10,12,9,15,6,6,6,6,8,12,12,9,9,12,9,11,9,7,12,12,5,4,5,12,10,12,12,12,7,4,10,2,10,12,9,12,10,12,2,2
2019-04-22 16:27:08,2019-04-22 16:36:46,IP Address,5.171.62.157,100,577,True,2019-04-22 16:36:47,R_2VrMTQJRDJUxz8P,,,,,44.648895263671875,10.932403564453125,anonymous,EN,58bafe0a82e0250001caf492,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,29,Italian,,Italy,0,10,15,16,25,14,10,5,5,0,0,0,5,5,10,15,10,18,20,15,2,0,0,8,8,14,8,21,13,16,12,0,0,0,0,1,2,4,6,6,4,9,14,15,39,11,11,12,7,17,15,14,13,0,0,0,2,1
